id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
1596,Route B,WH1,7.0,66,Traffic,2024-10-16
1597,Route E,WH4,5.5,52,Traffic,2024-10-17
1598,Route B,WH2,4.6,53,Weather,2024-10-17
1599,Route C,WH1,5.7,0,,2024-10-17
1600,Route D,WH4,3.8,23,Mechanical Issue,2024-10-18
1601,Route A,WH3,7.2,6,Mechanical Issue,2024-10-18
1602,Route D,WH4,7.4,63,Accident,2024-10-18
1603,Route E,WH2,3.4,92,Staff Shortage,2024-10-18
1604,Route C,WH3,6.3,67,Mechanical Issue,2024-10-18
1605,Route A,WH2,3.3,26,Traffic,2024-10-18
1606,Route D,WH3,5.0,18,Weather,2024-10-18
1607,Route B,WH3,6.4,105,Staff Shortage,2024-10-19
1608,Route D,WH1,7.5,50,Weather,2024-10-19
1609,Route C,WH1,4.8,0,,2024-10-19
1610,Route A,WH4,6.1,0,,2024-10-19
1611,Route D,WH3,3.4,29,Mechanical Issue,2024-10-19
1612,Route D,WH1,5.5,51,Weather,2024-10-19
1613,Route A,WH3,5.0,118,Accident,2024-10-20
1614,Route C,WH2,5.7,79,Mechanical Issue,2024-10-20
1615,Route B,WH4,4.8,18,Staff Shortage,2024-10-20
1616,Route A,WH4,6.0,100,Staff Shortage,2024-10-20
1617,Route C,WH4,7.1,0,,2024-10-20
1618,Route C,WH4,4.3,0,,2024-10-21
1619,Route A,WH4,7.7,30,Accident,2024-10-21
1620,Route B,WH3,5.2,22,Accident,2024-10-21
1621,Route B,WH1,7.2,53,Weather,2024-10-21
1622,Route C,WH1,7.0,100,Weather,2024-10-22
1623,Route E,WH2,3.3,16,Accident,2024-10-22
1624,Route E,WH1,4.5,92,Staff Shortage,2024-10-22
1625,Route C,WH1,3.8,38,Accident,2024-10-22
1626,Route A,WH2,3.0,101,Mechanical Issue,2024-10-23
1627,Route C,WH1,3.3,116,Mechanical Issue,2024-10-23
1628,Route D,WH2,6.5,0,,2024-10-23
1629,Route A,WH3,6.5,118,Accident,2024-10-23
1630,Route E,WH2,7.5,75,Staff Shortage,2024-10-23
1631,Route E,WH4,6.9,109,Weather,2024-10-23
1632,Route B,WH1,6.9,10,Mechanical Issue,2024-10-23
1633,Route B,WH1,5.6,30,Weather,2024-10-24
1634,Route E,WH1,7.9,30,Mechanical Issue,2024-10-24
1635,Route E,WH1,5.1,108,Accident,2024-10-24
1636,Route E,WH4,5.6,0,,2024-10-24
1637,Route D,WH4,7.5,87,Staff Shortage,2024-10-24
1638,Route B,WH4,3.0,103,Staff Shortage,2024-10-24
1639,Route B,WH1,3.3,109,Mechanical Issue,2024-10-24
1640,Route E,WH3,5.9,54,Staff Shortage,2024-10-25
1641,Route C,WH2,6.6,29,Traffic,2024-10-25
1642,Route B,WH2,5.4,48,Weather,2024-10-25
1643,Route A,WH4,6.2,92,Mechanical Issue,2024-10-25
1644,Route C,WH4,7.4,75,Staff Shortage,2024-10-25
1645,Route E,WH2,5.6,53,Accident,2024-10-25
1646,Route E,WH1,3.6,47,Mechanical Issue,2024-10-25
1647,Route A,WH1,5.1,92,Weather,2024-10-25
1648,Route C,WH1,6.4,75,Staff Shortage,2024-10-26
1649,Route C,WH2,5.9,75,Traffic,2024-10-26
1650,Route E,WH4,5.2,22,Traffic,2024-10-26
1651,Route C,WH2,5.5,86,Accident,2024-10-26
1652,Route B,WH3,3.2,95,Traffic,2024-10-26
1653,Route A,WH3,3.7,16,Accident,2024-10-26
1654,Route A,WH1,5.4,88,Staff Shortage,2024-10-26
1655,Route B,WH2,3.6,120,Accident,2024-10-26
1656,Route C,WH4,7.1,0,,2024-10-27
1657,Route D,WH3,4.9,0,,2024-10-27
1658,Route B,WH3,4.0,54,Mechanical Issue,2024-10-27
1659,Route E,WH1,5.5,81,Weather,2024-10-27
1660,Route B,WH4,6.8,104,Weather,2024-10-27
1661,Route A,WH1,4.4,22,Mechanical Issue,2024-10-27
1662,Route B,WH4,7.7,0,,2024-10-28
1663,Route B,WH1,5.4,70,Weather,2024-10-28
1664,Route A,WH1,3.8,90,Accident,2024-10-28
1665,Route E,WH4,7.4,86,Accident,2024-10-28
1666,Route C,WH2,3.9,107,Staff Shortage,2024-10-29
1667,Route D,WH1,6.7,51,Traffic,2024-10-29
1668,Route B,WH1,3.5,94,Mechanical Issue,2024-10-29
1669,Route D,WH1,5.5,0,,2024-10-29
1670,Route C,WH2,5.5,62,Staff Shortage,2024-10-29
1671,Route C,WH4,7.8,118,Staff Shortage,2024-10-30
1672,Route B,WH2,8.0,52,Staff Shortage,2024-10-30
1673,Route A,WH2,5.4,90,Traffic,2024-10-30
1674,Route D,WH1,5.1,37,Mechanical Issue,2024-10-30
1675,Route C,WH2,4.4,13,Accident,2024-10-30
1676,Route D,WH1,6.7,10,Accident,2024-10-30
1677,Route D,WH2,7.4,108,Traffic,2024-10-30
1678,Route C,WH1,3.8,95,Staff Shortage,2024-10-31
1679,Route E,WH2,4.3,108,Weather,2024-10-31
1680,Route C,WH4,7.1,95,Staff Shortage,2024-10-31
1681,Route B,WH3,7.9,0,,2024-10-31
1682,Route C,WH4,6.6,113,Weather,2024-11-01
1683,Route B,WH4,7.3,28,Weather,2024-11-01
1684,Route B,WH1,7.2,17,Traffic,2024-11-01
1685,Route C,WH2,7.7,11,Staff Shortage,2024-11-01
1686,Route B,WH2,7.9,74,Mechanical Issue,2024-11-01
1687,Route B,WH3,5.0,45,Traffic,2024-11-01
1688,Route C,WH2,6.8,65,Staff Shortage,2024-11-02
1689,Route D,WH4,7.6,20,Weather,2024-11-02
1690,Route B,WH2,4.0,117,Traffic,2024-11-02
1691,Route D,WH3,4.7,8,Accident,2024-11-03
1692,Route D,WH3,4.1,0,,2024-11-03
1693,Route B,WH2,5.4,56,Weather,2024-11-03
1694,Route C,WH2,6.0,35,Accident,2024-11-03
1695,Route A,WH4,5.1,24,Staff Shortage,2024-11-03
1696,Route A,WH4,5.8,116,Traffic,2024-11-03
1697,Route D,WH3,3.4,67,Staff Shortage,2024-11-04
1698,Route C,WH1,6.4,107,Mechanical Issue,2024-11-04
1699,Route D,WH4,4.5,0,,2024-11-04
1700,Route E,WH3,7.2,80,Weather,2024-11-04
1701,Route B,WH1,4.5,78,Weather,2024-11-04
1702,Route A,WH1,7.2,25,Mechanical Issue,2024-11-05
1703,Route D,WH1,6.9,61,Weather,2024-11-05
1704,Route C,WH1,4.6,0,,2024-11-05
1705,Route C,WH1,3.6,54,Mechanical Issue,2024-11-05
1706,Route D,WH1,4.2,56,Mechanical Issue,2024-11-05
1707,Route A,WH3,5.8,30,Mechanical Issue,2024-11-05
1708,Route B,WH1,6.3,89,Staff Shortage,2024-11-06
1709,Route B,WH2,7.2,95,Traffic,2024-11-06
1710,Route D,WH4,7.9,48,Staff Shortage,2024-11-06
1711,Route E,WH2,3.1,0,,2024-11-06
1712,Route D,WH2,6.1,14,Mechanical Issue,2024-11-06
1713,Route B,WH4,7.1,0,,2024-11-06
1714,Route D,WH2,6.0,7,Mechanical Issue,2024-11-07
1715,Route B,WH1,3.4,33,Mechanical Issue,2024-11-07
1716,Route D,WH4,4.0,0,,2024-11-07
1717,Route D,WH2,4.0,93,Accident,2024-11-07
1718,Route C,WH1,6.6,0,,2024-11-07
1719,Route D,WH4,5.6,18,Accident,2024-11-07
1720,Route E,WH2,4.5,56,Weather,2024-11-08
1721,Route D,WH4,6.8,23,Traffic,2024-11-08
1722,Route B,WH4,4.5,57,Weather,2024-11-08
1723,Route C,WH4,6.9,92,Traffic,2024-11-08
1724,Route E,WH1,6.1,45,Accident,2024-11-09
1725,Route B,WH4,5.3,6,Weather,2024-11-09
1726,Route E,WH1,3.5,64,Accident,2024-11-09
1727,Route A,WH2,3.7,67,Mechanical Issue,2024-11-09
1728,Route E,WH4,7.9,95,Mechanical Issue,2024-11-09
1729,Route B,WH3,6.5,119,Staff Shortage,2024-11-10
1730,Route B,WH4,3.1,88,Weather,2024-11-10
1731,Route B,WH3,4.2,0,,2024-11-10
1732,Route E,WH1,6.0,61,Staff Shortage,2024-11-10
1733,Route B,WH4,5.4,115,Traffic,2024-11-10
1734,Route D,WH2,6.6,111,Weather,2024-11-11
1735,Route D,WH1,4.1,88,Weather,2024-11-11
1736,Route B,WH3,7.3,9,Staff Shortage,2024-11-11
1737,Route D,WH2,5.1,0,,2024-11-11
1738,Route E,WH4,5.1,55,Accident,2024-11-11
1739,Route E,WH4,4.3,97,Traffic,2024-11-11
1740,Route A,WH1,6.8,0,,2024-11-11
1741,Route A,WH4,3.6,44,Weather,2024-11-11
1742,Route D,WH4,6.5,23,Mechanical Issue,2024-11-12
1743,Route A,WH4,7.6,0,,2024-11-12
1744,Route D,WH2,4.4,88,Traffic,2024-11-12
1745,Route D,WH2,3.3,0,,2024-11-12
1746,Route E,WH1,5.9,78,Accident,2024-11-12
1747,Route A,WH1,4.9,0,,2024-11-12
1748,Route B,WH2,4.7,72,Accident,2024-11-12
1749,Route B,WH1,5.0,98,Mechanical Issue,2024-11-12
1750,Route D,WH2,3.1,120,Staff Shortage,2024-11-13
1751,Route A,WH3,7.6,37,Accident,2024-11-13
1752,Route A,WH1,7.8,45,Accident,2024-11-13
1753,Route C,WH1,4.7,62,Mechanical Issue,2024-11-14
1754,Route D,WH2,7.2,6,Staff Shortage,2024-11-14
1755,Route B,WH3,6.6,64,Traffic,2024-11-14
1756,Route C,WH2,7.3,101,Staff Shortage,2024-11-14
1757,Route C,WH3,4.7,39,Accident,2024-11-14
1758,Route D,WH2,7.2,48,Traffic,2024-11-14
1759,Route B,WH2,5.0,105,Accident,2024-11-15
1760,Route C,WH1,7.0,0,,2024-11-15
1761,Route B,WH1,6.3,13,Traffic,2024-11-15
1762,Route C,WH3,5.6,29,Mechanical Issue,2024-11-16
1763,Route A,WH4,5.2,0,,2024-11-16
1764,Route A,WH3,7.2,82,Mechanical Issue,2024-11-16
1765,Route D,WH4,7.9,68,Accident,2024-11-16
1766,Route E,WH3,3.8,68,Traffic,2024-11-17
1767,Route C,WH3,5.9,28,Accident,2024-11-17
1768,Route E,WH4,6.9,109,Staff Shortage,2024-11-17
1769,Route C,WH4,6.5,15,Mechanical Issue,2024-11-17
1770,Route D,WH1,7.2,69,Mechanical Issue,2024-11-17
1771,Route D,WH3,3.9,80,Mechanical Issue,2024-11-18
1772,Route B,WH2,6.3,6,Mechanical Issue,2024-11-18
1773,Route B,WH1,3.4,44,Weather,2024-11-18
1774,Route C,WH3,6.4,76,Staff Shortage,2024-11-18
1775,Route D,WH4,7.0,94,Accident,2024-11-18
1776,Route B,WH4,7.8,0,,2024-11-18
1777,Route D,WH3,4.2,0,,2024-11-19
1778,Route C,WH4,4.2,115,Traffic,2024-11-19
1779,Route A,WH4,4.1,0,,2024-11-19
1780,Route A,WH1,7.9,50,Weather,2024-11-19
1781,Route C,WH1,7.0,26,Accident,2024-11-20
1782,Route D,WH1,7.9,82,Weather,2024-11-20
1783,Route E,WH2,6.9,0,,2024-11-20
1784,Route B,WH3,4.0,24,Mechanical Issue,2024-11-20
1785,Route B,WH3,5.6,0,,2024-11-21
1786,Route E,WH1,4.3,77,Traffic,2024-11-21
1787,Route E,WH4,5.2,114,Accident,2024-11-21
1788,Route D,WH2,6.0,69,Traffic,2024-11-21
1789,Route D,WH1,3.9,56,Accident,2024-11-21
1790,Route B,WH4,4.9,0,,2024-11-21
1791,Route A,WH4,5.1,0,,2024-11-21
1792,Route A,WH4,5.0,114,Staff Shortage,2024-11-22
1793,Route D,WH3,4.6,38,Traffic,2024-11-22
1794,Route E,WH1,5.0,86,Staff Shortage,2024-11-22
1795,Route B,WH2,7.4,0,,2024-11-22
1796,Route A,WH1,4.0,109,Traffic,2024-11-22
1797,Route E,WH3,7.7,118,Accident,2024-11-22
1798,Route C,WH1,7.1,31,Mechanical Issue,2024-11-22
1799,Route D,WH3,7.4,116,Weather,2024-11-23
1800,Route A,WH3,6.3,0,,2024-11-23
1801,Route E,WH3,7.9,95,Weather,2024-11-23
1802,Route D,WH2,3.3,44,Staff Shortage,2024-11-23
1803,Route D,WH2,6.0,0,,2024-11-23
1804,Route E,WH3,3.9,40,Accident,2024-11-23
1805,Route C,WH4,6.9,63,Traffic,2024-11-24
1806,Route B,WH3,4.7,0,,2024-11-24
1807,Route D,WH1,3.8,74,Mechanical Issue,2024-11-24
1808,Route A,WH1,5.7,112,Mechanical Issue,2024-11-25
1809,Route A,WH1,4.4,59,Mechanical Issue,2024-11-25
1810,Route D,WH2,7.2,0,,2024-11-25
1811,Route E,WH1,4.9,82,Accident,2024-11-25
1812,Route D,WH3,6.7,107,Mechanical Issue,2024-11-25
1813,Route E,WH4,4.4,0,,2024-11-25
1814,Route A,WH4,7.3,55,Traffic,2024-11-26
1815,Route B,WH3,6.6,116,Weather,2024-11-26
1816,Route E,WH4,7.7,106,Staff Shortage,2024-11-26
1817,Route D,WH1,7.7,111,Accident,2024-11-26
1818,Route E,WH3,7.7,0,,2024-11-26
1819,Route D,WH2,4.6,52,Traffic,2024-11-27
1820,Route E,WH2,3.0,117,Staff Shortage,2024-11-27
1821,Route A,WH4,7.3,0,,2024-11-27
1822,Route B,WH3,6.4,100,Weather,2024-11-27
1823,Route D,WH4,5.3,78,Accident,2024-11-27
1824,Route D,WH3,5.6,0,,2024-11-27
1825,Route B,WH1,7.7,52,Mechanical Issue,2024-11-28
1826,Route C,WH3,6.4,113,Accident,2024-11-28
1827,Route C,WH2,5.9,45,Mechanical Issue,2024-11-28
1828,Route A,WH3,4.5,36,Weather,2024-11-28
1829,Route C,WH4,7.5,0,,2024-11-28
1830,Route C,WH2,7.4,109,Traffic,2024-11-29
1831,Route D,WH1,3.9,63,Weather,2024-11-29
1832,Route B,WH3,7.4,58,Traffic,2024-11-29
1833,Route A,WH3,6.9,78,Mechanical Issue,2024-11-29
1834,Route E,WH4,7.3,105,Staff Shortage,2024-11-29
1835,Route E,WH2,4.0,102,Accident,2024-11-29
1836,Route D,WH3,4.2,63,Accident,2024-11-29
1837,Route C,WH1,3.4,112,Accident,2024-11-29
1838,Route E,WH3,5.0,96,Mechanical Issue,2024-11-30
1839,Route D,WH2,6.1,16,Traffic,2024-11-30
1840,Route A,WH3,7.1,58,Staff Shortage,2024-11-30
1841,Route B,WH1,5.0,0,,2024-11-30
1842,Route E,WH3,3.2,79,Weather,2024-11-30
1843,Route A,WH1,3.3,0,,2024-12-01
1844,Route B,WH2,6.0,92,Traffic,2024-12-01
1845,Route B,WH4,5.2,31,Weather,2024-12-01
1846,Route A,WH2,4.0,0,,2024-12-01
1847,Route E,WH4,4.4,118,Weather,2024-12-01
1848,Route B,WH4,4.6,0,,2024-12-01
1849,Route C,WH2,5.1,77,Traffic,2024-12-01
1850,Route B,WH1,3.6,0,,2024-12-02
1851,Route C,WH1,6.6,28,Traffic,2024-12-02
1852,Route B,WH1,5.3,87,Mechanical Issue,2024-12-02
1853,Route D,WH3,3.4,0,,2024-12-02
1854,Route A,WH1,6.1,90,Weather,2024-12-02
1855,Route E,WH1,4.4,74,Traffic,2024-12-02
1856,Route E,WH3,5.8,91,Accident,2024-12-02
1857,Route E,WH2,7.0,0,,2024-12-02
1858,Route B,WH3,5.0,107,Mechanical Issue,2024-12-03
1859,Route D,WH2,5.6,45,Traffic,2024-12-03
1860,Route B,WH3,7.5,0,,2024-12-03
1861,Route B,WH1,5.8,0,,2024-12-03
1862,Route B,WH4,3.6,15,Accident,2024-12-03
1863,Route A,WH2,4.4,62,Weather,2024-12-03
1864,Route A,WH4,7.1,0,,2024-12-03
1865,Route A,WH2,5.0,0,,2024-12-03
1866,Route D,WH2,5.2,73,Traffic,2024-12-04
1867,Route B,WH2,7.1,94,Mechanical Issue,2024-12-04
1868,Route D,WH4,6.8,59,Weather,2024-12-04
1869,Route C,WH3,7.5,75,Accident,2024-12-04
1870,Route C,WH4,5.7,118,Traffic,2024-12-04
1871,Route A,WH2,4.0,18,Mechanical Issue,2024-12-04
1872,Route B,WH2,5.0,106,Weather,2024-12-05
1873,Route E,WH2,7.9,57,Weather,2024-12-05
1874,Route A,WH2,6.2,0,,2024-12-05
1875,Route B,WH1,5.9,53,Weather,2024-12-05
1876,Route C,WH1,7.3,101,Staff Shortage,2024-12-05
1877,Route C,WH4,3.7,0,,2024-12-05
1878,Route D,WH3,7.4,101,Accident,2024-12-06
1879,Route C,WH3,3.4,0,,2024-12-06
1880,Route D,WH1,5.6,90,Accident,2024-12-06
1881,Route A,WH1,3.7,28,Weather,2024-12-07
1882,Route D,WH1,3.6,41,Accident,2024-12-07
1883,Route A,WH3,3.4,65,Mechanical Issue,2024-12-07
1884,Route E,WH4,6.0,54,Staff Shortage,2024-12-07
1885,Route D,WH1,6.3,0,,2024-12-07
1886,Route A,WH3,3.1,113,Weather,2024-12-07
1887,Route B,WH4,6.8,32,Accident,2024-12-07
1888,Route E,WH4,5.8,0,,2024-12-08
1889,Route C,WH3,6.7,111,Weather,2024-12-08
1890,Route A,WH3,4.1,45,Traffic,2024-12-08
1891,Route B,WH2,5.5,22,Mechanical Issue,2024-12-08
1892,Route A,WH4,4.4,20,Traffic,2024-12-08
1893,Route C,WH4,3.8,0,,2024-12-08
1894,Route C,WH4,4.2,19,Accident,2024-12-09
1895,Route B,WH3,3.1,76,Weather,2024-12-09
1896,Route C,WH2,3.1,75,Accident,2024-12-09
1897,Route C,WH3,4.5,8,Mechanical Issue,2024-12-09
1898,Route D,WH3,7.9,38,Staff Shortage,2024-12-10
1899,Route E,WH1,5.4,85,Staff Shortage,2024-12-10
1900,Route C,WH1,6.2,8,Weather,2024-12-10
1901,Route A,WH3,5.8,25,Traffic,2024-12-10
1902,Route B,WH1,6.5,56,Mechanical Issue,2024-12-10
1903,Route A,WH1,6.9,52,Traffic,2024-12-10
1904,Route A,WH3,3.7,110,Staff Shortage,2024-12-10
1905,Route B,WH2,4.2,96,Weather,2024-12-10
1906,Route B,WH2,3.3,0,,2024-12-11
1907,Route C,WH2,3.4,47,Staff Shortage,2024-12-11
1908,Route B,WH4,4.5,94,Traffic,2024-12-11
1909,Route B,WH4,3.7,87,Staff Shortage,2024-12-11
1910,Route C,WH2,7.5,45,Accident,2024-12-11
1911,Route C,WH3,3.9,77,Traffic,2024-12-11
1912,Route C,WH2,6.5,98,Mechanical Issue,2024-12-11
1913,Route C,WH1,3.6,88,Staff Shortage,2024-12-12
1914,Route C,WH3,4.8,0,,2024-12-12
1915,Route B,WH2,4.4,0,,2024-12-12
1916,Route D,WH1,3.5,0,,2024-12-12
1917,Route D,WH2,7.3,0,,2024-12-12
1918,Route C,WH1,5.0,80,Accident,2024-12-12
1919,Route B,WH3,7.3,0,,2024-12-12
1920,Route A,WH1,3.2,70,Traffic,2024-12-12
1921,Route C,WH1,6.8,25,Accident,2024-12-13
1922,Route E,WH4,6.7,0,,2024-12-13
1923,Route D,WH1,6.5,88,Mechanical Issue,2024-12-13
1924,Route A,WH4,5.3,62,Accident,2024-12-14
1925,Route E,WH4,7.5,20,Staff Shortage,2024-12-14
1926,Route A,WH4,5.3,0,,2024-12-14
1927,Route E,WH2,5.7,84,Mechanical Issue,2024-12-14
1928,Route C,WH3,3.8,13,Traffic,2024-12-14
1929,Route C,WH3,3.8,12,Traffic,2024-12-14
1930,Route C,WH1,5.8,99,Weather,2024-12-14
1931,Route E,WH2,6.7,67,Traffic,2024-12-14
1932,Route B,WH1,6.8,10,Weather,2024-12-15
1933,Route B,WH3,3.2,58,Weather,2024-12-15
1934,Route B,WH3,6.4,8,Accident,2024-12-15
1935,Route C,WH4,3.1,25,Mechanical Issue,2024-12-15
1936,Route B,WH2,6.6,0,,2024-12-16
1937,Route B,WH1,4.6,46,Traffic,2024-12-16
1938,Route D,WH1,4.8,10,Traffic,2024-12-16
1939,Route E,WH1,4.0,18,Weather,2024-12-17
1940,Route E,WH1,3.0,58,Mechanical Issue,2024-12-17
1941,Route D,WH3,6.0,110,Weather,2024-12-17
1942,Route D,WH1,3.1,0,,2024-12-17
1943,Route A,WH1,5.5,26,Traffic,2024-12-17
1944,Route E,WH4,3.4,0,,2024-12-18
1945,Route A,WH2,6.0,90,Accident,2024-12-18
1946,Route D,WH4,7.0,107,Mechanical Issue,2024-12-18
1947,Route B,WH2,6.7,56,Traffic,2024-12-18
1948,Route C,WH3,7.0,0,,2024-12-18
1949,Route D,WH1,3.2,5,Staff Shortage,2024-12-18
1950,Route D,WH2,6.2,46,Staff Shortage,2024-12-18
1951,Route D,WH4,3.9,36,Weather,2024-12-19
1952,Route C,WH4,7.7,90,Weather,2024-12-19
1953,Route B,WH2,4.5,109,Staff Shortage,2024-12-19
1954,Route D,WH4,3.6,31,Accident,2024-12-19
1955,Route D,WH1,5.0,91,Weather,2024-12-19
1956,Route C,WH4,4.6,12,Staff Shortage,2024-12-19
1957,Route E,WH4,4.0,100,Accident,2024-12-19
1958,Route D,WH1,8.0,0,,2024-12-20
1959,Route B,WH3,6.8,49,Accident,2024-12-20
1960,Route D,WH4,4.4,95,Traffic,2024-12-20
1961,Route D,WH4,4.0,109,Accident,2024-12-21
1962,Route B,WH1,5.8,26,Weather,2024-12-21
1963,Route A,WH1,4.2,105,Staff Shortage,2024-12-21
1964,Route E,WH3,5.5,61,Accident,2024-12-21
1965,Route B,WH1,5.3,41,Mechanical Issue,2024-12-21
1966,Route E,WH1,7.9,90,Staff Shortage,2024-12-21
1967,Route C,WH2,7.1,118,Staff Shortage,2024-12-22
1968,Route C,WH3,5.8,0,,2024-12-22
1969,Route A,WH2,7.4,89,Accident,2024-12-22
1970,Route E,WH1,3.4,0,,2024-12-22
1971,Route D,WH1,5.3,101,Mechanical Issue,2024-12-22
1972,Route D,WH1,6.7,19,Weather,2024-12-22
1973,Route B,WH1,5.9,78,Weather,2024-12-23
1974,Route C,WH3,3.7,59,Weather,2024-12-23
1975,Route E,WH1,5.5,40,Accident,2024-12-23
1976,Route C,WH4,3.2,25,Traffic,2024-12-24
1977,Route E,WH2,5.0,101,Staff Shortage,2024-12-24
1978,Route A,WH2,5.0,17,Traffic,2024-12-24
1979,Route B,WH4,4.2,58,Accident,2024-12-24
1980,Route D,WH2,4.7,89,Mechanical Issue,2024-12-24
1981,Route B,WH3,3.9,38,Accident,2024-12-25
1982,Route C,WH2,6.5,13,Mechanical Issue,2024-12-25
1983,Route E,WH4,4.2,92,Staff Shortage,2024-12-25
1984,Route B,WH1,7.7,16,Mechanical Issue,2024-12-25
1985,Route D,WH1,6.7,52,Staff Shortage,2024-12-25
1986,Route D,WH1,6.0,64,Traffic,2024-12-25
1987,Route A,WH2,3.7,81,Weather,2024-12-25
1988,Route A,WH2,3.3,12,Mechanical Issue,2024-12-25
1989,Route B,WH2,6.6,49,Staff Shortage,2024-12-26
1990,Route E,WH1,5.5,82,Mechanical Issue,2024-12-26
1991,Route E,WH2,4.2,0,,2024-12-26
1992,Route B,WH2,3.1,45,Accident,2024-12-26
1993,Route C,WH3,6.9,81,Staff Shortage,2024-12-26
1994,Route D,WH2,3.7,18,Mechanical Issue,2024-12-26
1995,Route A,WH4,7.0,89,Staff Shortage,2024-12-26
1996,Route E,WH4,7.8,21,Traffic,2024-12-26
1997,Route B,WH3,3.9,58,Traffic,2024-12-27
1998,Route A,WH4,4.7,18,Accident,2024-12-27
1999,Route B,WH4,5.0,68,Staff Shortage,2024-12-27
2000,Route A,WH2,4.3,0,,2024-12-27
2001,Route C,WH3,5.3,21,Traffic,2024-12-28
2002,Route E,WH4,6.1,80,Staff Shortage,2024-12-28
2003,Route B,WH3,6.9,0,,2024-12-28
2004,Route B,WH1,5.5,67,Weather,2024-12-28
2005,Route C,WH1,4.1,84,Accident,2024-12-28
2006,Route B,WH1,5.4,87,Accident,2024-12-28
2007,Route D,WH3,7.6,58,Mechanical Issue,2024-12-28
2008,Route C,WH3,7.4,74,Weather,2024-12-29
2009,Route C,WH4,6.1,0,,2024-12-29
2010,Route E,WH1,3.1,82,Weather,2024-12-29
2011,Route D,WH2,3.0,105,Traffic,2024-12-29
2012,Route D,WH4,5.2,61,Accident,2024-12-30
2013,Route A,WH2,7.8,83,Weather,2024-12-30
2014,Route E,WH2,4.2,68,Staff Shortage,2024-12-30
2015,Route E,WH2,6.9,12,Accident,2024-12-30
2016,Route C,WH3,7.1,11,Traffic,2024-12-31
2017,Route B,WH3,6.9,95,Traffic,2024-12-31
2018,Route E,WH1,3.3,103,Accident,2024-12-31
2019,Route D,WH2,4.9,15,Staff Shortage,2024-12-31
2020,Route A,WH1,7.9,81,Weather,2024-12-31
2021,Route C,WH1,7.5,0,,2024-12-31
2022,Route C,WH2,3.4,29,Traffic,2024-12-31
1,Route D,WH4,3.3,78,Weather,2025-01-01
2,Route B,WH1,6.8,71,Accident,2025-01-01
3,Route A,WH4,6.9,58,Traffic,2025-01-01
4,Route A,WH1,7.1,50,Mechanical Issue,2025-01-01
5,Route E,WH3,3.7,29,Mechanical Issue,2025-01-01
6,Route C,WH2,4.2,11,Traffic,2025-01-01
7,Route D,WH3,4.0,48,Staff Shortage,2025-01-01
8,Route A,WH3,6.5,20,Weather,2025-01-01
9,Route E,WH2,5.4,17,Mechanical Issue,2025-01-02
10,Route A,WH3,7.7,101,Accident,2025-01-02
11,Route D,WH2,6.8,82,Accident,2025-01-02
12,Route B,WH1,5.0,83,Mechanical Issue,2025-01-02
13,Route E,WH3,4.0,21,Traffic,2025-01-02
14,Route A,WH2,5.5,44,Accident,2025-01-02
15,Route D,WH2,4.9,94,Traffic,2025-01-03
16,Route E,WH1,4.2,33,Weather,2025-01-03
17,Route B,WH3,6.1,73,Accident,2025-01-03
18,Route A,WH1,5.7,31,Accident,2025-01-03
19,Route B,WH1,4.8,98,Weather,2025-01-03
20,Route B,WH4,7.5,43,Accident,2025-01-03
21,Route C,WH2,4.1,50,Staff Shortage,2025-01-03
22,Route A,WH2,6.3,58,Staff Shortage,2025-01-03
23,Route D,WH4,5.2,59,Staff Shortage,2025-01-04
24,Route D,WH4,4.0,57,Staff Shortage,2025-01-04
25,Route C,WH3,7.9,31,Traffic,2025-01-04
26,Route C,WH2,4.9,79,Accident,2025-01-04
27,Route D,WH4,3.1,81,Accident,2025-01-04
28,Route B,WH1,7.5,58,Weather,2025-01-04
29,Route D,WH4,8.0,89,Accident,2025-01-04
30,Route A,WH1,6.3,119,Weather,2025-01-04
31,Route E,WH1,3.8,44,Mechanical Issue,2025-01-05
32,Route A,WH1,4.5,107,Weather,2025-01-05
33,Route D,WH2,5.4,109,Weather,2025-01-05
34,Route E,WH4,4.6,64,Staff Shortage,2025-01-05
35,Route C,WH2,6.4,32,Accident,2025-01-06
36,Route A,WH2,4.8,114,Traffic,2025-01-06
37,Route D,WH4,5.2,100,Mechanical Issue,2025-01-06
38,Route D,WH4,7.6,119,Staff Shortage,2025-01-06
39,Route B,WH3,4.3,8,Staff Shortage,2025-01-06
40,Route A,WH3,7.2,97,Traffic,2025-01-06
41,Route D,WH3,3.7,26,Mechanical Issue,2025-01-06
42,Route D,WH2,5.8,82,Traffic,2025-01-06
43,Route C,WH4,4.2,18,Staff Shortage,2025-01-07
44,Route D,WH1,5.9,23,Weather,2025-01-07
45,Route A,WH2,6.2,85,Traffic,2025-01-07
46,Route A,WH4,7.3,92,Accident,2025-01-08
47,Route A,WH4,5.9,48,Mechanical Issue,2025-01-08
48,Route D,WH4,3.3,118,Traffic,2025-01-08
49,Route D,WH2,7.4,86,Mechanical Issue,2025-01-08
50,Route A,WH4,3.6,5,Accident,2025-01-08
51,Route D,WH4,7.2,70,Traffic,2025-01-08
52,Route A,WH3,3.4,65,Staff Shortage,2025-01-08
53,Route E,WH3,5.8,51,Traffic,2025-01-09
54,Route B,WH3,6.6,104,Staff Shortage,2025-01-09
